type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Tenis moda,Hombre,Normal,Sintético,Skechers,Sintético,Poliéster,Toda temporada,China,Poliéster,['Tenis Moda Skechers Summits Hombre'],['4.8 (29)'],['Código: 39304056'],,,254.990,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Dluxfitness Brightba'],['5 (2)'],['Código: 72791554'],,,369.990,,Poliéster
Tenis deportivos,Mujer,Normal,Tela,On Running,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Onrunning para Mujer Running Cloudmonster'],['(0)'],['Código: 72901699'],,,999.990,Running,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Summits'],['4.9 (32)'],['Código: 72807851'],199.990,,,,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Raceto Rojo para niño Los Gomosos'],['5 (4)'],['Código: 119317791'],,,,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,,Toda temporada,China,Poliéster,['Tenis Skechers Illumi Brights Therm para Niño Velcro'],['5 (3)'],['Código: 72794530'],,,169.900,,Poliéster
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Skech Litepro Lightr'],['4.8 (10)'],['Código: 72806316'],,,279.990,,
,Mujer,Normal,Textil,,Pvc,Poliéster,,,,['Tenis Azul Bellos Dama Zapatillas Zapatos Mujer Lindos Moda Casual'],['(0)'],['Código: 129598783'],,,,Walking,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Reebok Lite Plus 3 Shoes - Azul'],['5 (3)'],['Código: 118455245'],,,,Running,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882971'],,,179.990,,
Tenis moda,Mujer,,Sintético,Skechers,Sintético,,Toda temporada,China,,['Tenis Skechers Mujer Moda Summits Cool Classic'],['5 (8)'],['Código: 23121286'],,,279.900,,Poliéster
Tenis moda,Unisex,Normal,Tela,Vans,Caucho,Textil,Toda temporada,China,Textil,['Tenis Vans Unisex Moda Classic Slip-On'],['4.8 (5)'],['Código: 28053992'],,,269.990,,
Tenis moda,Hombre,Normal,Sintético,Diadora,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda James7'],['5 (5)'],['Código: 883016013'],,,159.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Glide Stepswift Slig'],['4.8 (4)'],['Código: 72791641'],,,389.990,,Poliéster
Tenis moda,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Poliéster,['Tenis Adidas para Mujer Tenis Racer TR23'],['4.8 (30)'],['Código: 72712485'],263.990,307.990,439.950,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Diadora,Goma,Poliéster,Toda temporada,China,Textil,['Tenis Diadora para Hombre Bamtelo'],['4.5 (24)'],['Código: 882887589'],,,229.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultra Flex 3 Cls Ch'],['5 (2)'],['Código: 72820771'],,,319.990,,
,Mujer,Normal,Textil,,Pvc,Textil,,,,['Price Shoes Tenis Deportivos Mujer 702CA0803Beige'],['4.3 (6)'],['Código: 123849416'],,,,Walking,
Tenis moda,Hombre,Normal,Cuero,Puma,Caucho,Sintético,Toda temporada,Vietnam,Textil,['Tenis Puma para Hombre Moda Palermo Lth'],['5 (2)'],['Código: 72878592'],,,549.990,Lifestyle,
Tenis deportivos,Mujer,Normal,Tela,Asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,['Tenis Asics para Mujer Running Patriot 13 Rs0'],['4.6 (53)'],['Código: 72782867'],249.990,,,Running,
Tenis moda,Mujer,Normal,Tela,Diadora,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Diadora para Mujer Moda Vinfa4'],['4.7 (7)'],['Código: 883015837'],,,199.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Bobsbflexhi Forceswi'],['5 (3)'],['Código: 72836552'],,,299.990,,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,China,Poliéster,"[""Tenis Nike para Mujer Moda Nike Blazer Low '77 | Zapatillas Nike para Mujer Blazer Low 77""]",['(0)'],['Código: 72832989'],,,484.950,,
Tenis deportivos,Mujer,Normal,Tela,Nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Downshifter 12'],['(0)'],['Código: 72890741'],299.990,,,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Go Walk Air 2.0'],['5 (1)'],['Código: 72778345'],,,379.900,,
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Indonesia,Textil,['Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2'],['4.3 (8)'],['Código: 72763391'],229.990,,,Running,
Tenis moda,Mujer,Normal,Sintético,Diadora,Caucho,Textil,Toda temporada,China,Textil,['Tenis Diadora para Mujer Moda Court7'],['4 (10)'],['Código: 883017076'],,,149.990,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Diadora,Caucho,,Toda temporada,China,,['Tenis Diadora Hombre Moda Court7'],['4.8 (80)'],['Código: 882687468'],,,159.990,,Sintético
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultraflex 3 Lets Dnc'],['5 (1)'],['Código: 72820794'],,,319.990,,
Tenis deportivos,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers Mujer Summits Cool Classic 149206LGLV'],['5 (1)'],['Código: 12489963'],199.990,,,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882968'],,,179.990,,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870143'],289.990,,,,
Zapatos casuales,Niño,Normal,Textil,,,,,,,['Tenis con luces Teuri Negro-Gris para niño Los Gomosos'],['3.7 (3)'],['Código: 119317382'],,,,,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Gryffindor'],['4.2 (5)'],['Código: 72870150'],289.990,,,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Adidas Run Falcon 2.0 - Negro-Blanco'],['(0)'],['Código: 118464917'],240.149,263.900,353.900,Running,
,Hombre,Normal,Textil,,Caucho,Malla (nylon),,,,['Adidas Response Runner U Tenis gris de hombre para correr'],['5 (1)'],['Código: 127923266'],,,199.950,Running,
Tenis moda,Mujer,Normal,Sintético,Adidas,Caucho,Sintético,Toda temporada,Vietnam,,['Tenis Adidas para Mujer Moda Court Platform'],['4.7 (432)'],['Código: 38212516'],329.990,,,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,China,Poliéster,"[""Tenis Nike para Mujer Moda Nike Blazer Low '77 Jumbo | Zapatillas Nike para Mujer Blazer Low 77""]",['5 (3)'],['Código: 72833000'],,,549.990,,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793531'],139.890,159.890,199.900,,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870143'],289.990,,,,
Tenis moda,Mujer,Normal,Sintético,Diadora,Sintético,Sintético,Toda temporada,China,,['Tenis Diadora Mujer Moda Sildan2'],['4 (5)'],['Código: 882814798'],,,249.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Diadora,Sintético,Sintético,Toda temporada,China,,['Tenis Diadora Mujer Moda Sildan2'],['5 (4)'],['Código: 882814727'],,,249.990,Lifestyle,
Tenis deportivos,Hombre,Normal,Tela,Nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Running Revolution 7 | Zapatillas Nike Revolution 7'],['5 (1)'],['Código: 72832942'],,,344.950,Running,
Tenis deportivos,Hombre,Normal,Tela,Nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Downshifter 12'],['(0)'],['Código: 72890749'],299.990,,,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,Skechers,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Dluxfitness Modestfl'],['5 (3)'],['Código: 72791579'],,,359.990,,Poliéster
Tenis deportivos,Hombre,Normal,Cuero,Under Armour,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Charged Assert 9'],['4.6 (15)'],['Código: 72890680'],,,349.990,Running,
Tenis deportivos,Mujer,Normal,Tela,New Balance,Caucho,,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running M1'],['4.5 (2)'],['Código: 62387933'],,,525.990,Running,
Tenis deportivos,Mujer,Normal,Cuero,Under Armour,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Charged Assert 10'],['4 (2)'],['Código: 72890619'],,,349.990,Running,
Tenis moda,Mujer,Normal,Sintético,Disney,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Disney para Mujer Moda Becourtmin2'],['4.7 (9)'],['Código: 883029575'],,,129.990,Lifestyle,
Tenis deportivos,Hombre,Normal,Tela,Diadora,Goma,,Toda temporada,Vietnam,Sintético,['Tenis Diadora para Hombre Running Snipec | Zapatillas para hombre Diadora'],['4.7 (22)'],['Código: 882861233'],,,219.990,Running,Sintético
Tenis moda,Mujer,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,['Tenis Asics Mujer Moda Japan S'],['4.8 (81)'],['Código: 69745048'],289.990,,,,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics Hombre Running Gel-Nagoya 5'],['4.9 (16)'],['Código: 72713712'],289.990,,,Running,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer adidas Response - Blanco'],['5 (1)'],['Código: 118461186'],279.279,306.900,409.900,Running,
Tenis moda,Mujer,Normal,Sintético,Diadora,Sintético,Sintético,Toda temporada,China,,['Tenis Diadora Mujer Moda Salgreen3'],['4.8 (6)'],['Código: 882763705'],,,,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Dluxfitness Brightba'],['5 (1)'],['Código: 72791570'],,,369.990,,Poliéster
,Mujer,,Textil,,Goma,,,,,['Tenis New Balance 430 V2 Mujer-Esmeralda Oscuro'],['4 (1)'],['Código: 129552351'],209.291,229.990,359.990,Running,
Tenis moda,Mujer,Normal,Cuero,Nike,Goma,,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda Blazer LoPlatform'],['5 (4)'],['Código: 72783810'],,,549.990,,Poliéster
Tenis moda,Hombre,Normal,Sintético,Diadora,Sintético,Textil,Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda Court7'],['4.6 (8)'],['Código: 883015905'],,,159.990,Lifestyle,
,Hombre,Normal,Sintético,,Goma,Textil,,,,['Tenis Hombre Nike Court Royale 2 Next Nature - Blanco'],['(0)'],['Código: 126927546'],282.055,309.950,337.950,,
Tenis deportivos,Mujer,Normal,Sintético,Asics,Sintético,Sintético,Toda temporada,Brasil,,['Tenis Asics Mujer Running Kabuki'],['4.7 (27)'],['Código: 63814681'],244.990,279.990,349.990,Running,
Tenis moda,Niño,Normal,Sintético,Nike,Sintético,Textil,Toda temporada,Indonesia,Textil,['Tenis Nike Air Max Sc Bpv Niño Velcro'],['4.7 (6)'],['Código: 54793540'],279.990,319.990,399.950,Lifestyle,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882968'],,,179.990,,
Tenis moda,Hombre,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Aircushioning Binson'],['5 (2)'],['Código: 72728668'],,,299.990,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Reebok Lite 3.0 - Azul'],['5 (1)'],['Código: 128112741'],178.269,195.900,261.900,Running,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultraflex 3 Lets Dnc'],['(0)'],['Código: 72820787'],,,319.990,,
Tenis moda,Hombre,Normal,Cuero,Puma,Caucho,Sintético,Toda temporada,Vietnam,Textil,['Tenis Puma para Hombre Moda Palermo Lth'],['(0)'],['Código: 72878581'],,,549.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultraflex 3 Lets Dnc'],['(0)'],['Código: 72820778'],,,319.990,,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Running Floatride Energy 5'],['5 (2)'],['Código: 72714028'],,,499.900,Running,
Tenis moda,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Moda Bravada 2.0 Platform'],['4.7 (178)'],['Código: 72888983'],251.990,293.990,419.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Nike,Sintético,Caucho,Toda temporada,Indonesia,Caucho,['Tenis Nike para Mujer Moda Air Max Excee'],['4.6 (55)'],['Código: 4968648'],,,539.990,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Bearcliff,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Bearcliff para Hombre Moda Askar3'],['4 (1)'],['Código: 882994928'],103.990,,,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,La Martina,Caucho,,Toda temporada,China,,['Tenis Moda La Martina Adolfo Hombre'],['(0)'],['Código: 882740515'],,,249.990,,Sintético
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Summits Free Classics'],['(0)'],['Código: 72890302'],199.990,,,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Glide Stepswift Slig'],['5 (1)'],['Código: 72791650'],,,389.990,,Poliéster
Tenis moda,Mujer,Normal,Sintético,New Balance,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis moda New Balance 500 Mujer'],['4.4 (8)'],['Código: 66428890'],279.990,,,Lifestyle,
Tenis,Hombre,Normal,Tela,Adidas,Caucho,,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Duramo Speed | Tenis de Running Color Negro'],['4.8 (223)'],['Código: 72801627'],323.990,377.990,539.950,Running,Textil
Tenis deportivos,Mujer,Normal,Sintético,Asics,Caucho,,Toda temporada,Indonesia,Poliéster,['Tenis Asics Mujer para jugar tenis Gel-Challenger 13 Padel'],['4.4 (13)'],['Código: 72800875'],,,449.990,Tenis,Poliéster
Tenis,Mujer,Normal,Tela,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Mujer Running Zig Dynamica 4 | Tenis para Mujer de Running Color Azul'],['5 (1)'],['Código: 72815832'],272.890,311.890,389.900,Running,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Running Energen Run 3'],['4.8 (4)'],['Código: 72713886'],223.890,255.890,319.900,Running,
Tenis deportivos,Unisex,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response'],['4.8 (1693)'],['Código: 63085480'],,,199.990,Running,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Skechers Bountiful Quickpath - Azul-Rosado'],['4.8 (8)'],['Código: 118462682'],,,,Running,
Tenis moda,Niño,Normal,Cuero,Nike,Sintético,,Toda temporada,Vietnam,Textil,['Tenis Nike Flex Runner 2 Niño'],['4.8 (17)'],['Código: 69406370'],,,,,Textil
,Hombre,,Sintético,,Goma,,,,,['Tenis New Balance 530-Blanco/Gris'],['(0)'],['Código: 126747447'],,,,Outdoor,
Tenis moda,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Moda Coreracer'],['4.7 (705)'],['Código: 25619096'],199.990,,,Lifestyle,
Guayos,Unisex,Normal,Sintético,Adidas,Sintético,Textil,Toda temporada,Indonesia,Textil,['Guayos Adidas Goletto VIII Infantil Unisex'],['4.8 (5)'],['Código: 72833227'],119.990,139.990,199.950,,
Tenis,Mujer,Normal,Tela,NewBalance,Caucho,Textil,Todatemporada,Vietnam,Textil,['Tenis New Balance para Mujer Running 430'],['3.8 (4)'],['Código: 72802502'],199.990,,,Running,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793541'],139.890,159.890,199.900,,
Tenis moda,Unisex,Normal,Tela,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts'],['(0)'],['Código: 72870167'],289.990,,,,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793541'],139.890,159.890,199.900,,
Tenis moda,Unisex,Normal,Tela,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts'],['(0)'],['Código: 72870168'],289.990,,,,
Tenis deportivos,Hombre,Normal,Tela,Reebok,Caucho,Textil,Toda temporada,China,Textil,['Tenis Reebok Hombre Running Lite Plus 3'],['4.6 (56)'],['Código: 38214839'],209.990,,,Running,
Tenis deportivos,Mujer,Normal,Sintético,Skechers,Caucho,Sintético,Toda temporada,China,,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis rosados cómodos Skechers para mujer. Zapatillas moda Cross training Go Run Elevate Quick Stride'],['4.9 (14)'],['Código: 61896433'],,,319.990,Cross training,
Tenis,Hombre,Normal,Tela,Under Armour,Goma,Textil,Toda temporada,Vietnam,Poliéster,['Tenis Training para Hombre Under Armour Charged Engage 2'],['5 (10)'],['Código: 71740668'],,,,Trail running,
,Mujer,,Cuero,,,,,,,['Tenis Mujer Adidas Court Low Streetcheck Cloudfoam - Blanco-Negro'],['4.5 (11)'],['Código: 118465095'],263.809,289.900,387.900,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,,Toda temporada,China,Poliéster,['Tenis Skechers Illumi Brights Therm para Niño Velcro'],['5 (3)'],['Código: 72794530'],,,169.900,,Poliéster
Zapatos casuales,Niño,Normal,Textil,,,,,,,['Tenis con luces Teuri Negro-Gris para niño Los Gomosos'],['3.7 (3)'],['Código: 119317382'],,,,,
Tenis,Mujer,Normal,Tela,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudmonster'],['4 (5)'],['Código: 72736886'],,,999.990,Running,Poliéster
Tenis moda,Mujer,Normal,Sintético,New Balance,Caucho,,Toda temporada,Vietnam,,['Tenis New Balance Mujer Moda 327'],['(0)'],['Código: 69642297'],429.090,490.390,612.990,,Textil
Tenis deportivos,Mujer,Normal,Sintético,Nike,Goma,,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running Downshifter 12'],['4.5 (6)'],['Código: 72783964'],299.990,,,Running,Poliéster
Guayos,Hombre,Normal,Sintético,Diadora,Sintético,Sintético,Toda temporada,China,Sintético,"['Guayos Diadora Para Cancha Sintética- Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones']",['4.7 (25)'],['Código: 882741259'],,,,Fútbol,
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Indonesia,Textil,['Tenis Under Armour Mujer Running Charged Pursuit 3'],['4.7 (41)'],['Código: 42790421'],,,359.900,Running,
Tenis moda,Unisex,Normal,Tela,Converse,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Converse Blancos Chuck Taylor All Star Unisex Infantil'],['5 (2)'],['Código: 72813812'],,,209.990,,
Tenis moda,Hombre,Normal,Sintético,Nike,Goma,Sintético,Toda temporada,Indonesia,Sintético,['Tenis Nike Hombre Moda Air Max SC'],['4.7 (367)'],['Código: 18841130'],,,469.950,Lifestyle,
Tenis moda,Hombre,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,Indonesia,Textil,['Tenis Reebok Hombre Moda Court Peak'],['4.6 (11)'],['Código: 63868587'],,,,Lifestyle,
,Hombre,Normal,Sintético,,Caucho,Textil,,,,['Guayos Farni Azul Osc para hombre Croydon'],['5 (4)'],['Código: 119310948'],,,,Fútbol,
Tenis moda,Mujer,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Reebok para Mujer Moda Classic'],['5 (5)'],['Código: 72815579'],289.990,,,,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda Nike Blazer Low Platform | Zapatillas Nike para Mujer Blazer Low Plataform'],['5 (2)'],['Código: 72833007'],,,534.950,,
,Mujer,Normal,Sintético,,Sintético (PU),Sintético,,,,['Tenis Tellenzi Dama S33 Talco Repujado Mariposas'],['4.5 (41)'],['Código: 119829809'],,,,,
Tenis deportivos,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U'],['4.8 (53)'],['Código: 63085467'],,,199.990,Running,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,"[""Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis blancos cómodos Skechers para mujer. Zapatillas moda D'Luxfitness""]",['4.9 (11)'],['Código: 70961994'],,,359.900,,
Tenis deportivos,Mujer,Normal,Sintético,Adidas,Goma,Sintético,Toda temporada,Vietnam,,['Tenis adidas Mujer Running Ultimashow'],['4.8 (232)'],['Código: 10841063'],249.990,,,Running,
