brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material,CMR Discount,Event Discount
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Bobsbflexhi Forceswi,5.0,Código: 72836552,,,299990.0,,,,
Vans,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Vans Unisex Moda Classic Slip-On,4.8,Código: 28053992,188990.0,215990.0,269990.0,,,30.0,20.0
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Sakora,4.3,Código: 883014826,,,149990.0,Running,,,
Asics,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Textil,Tenis Asics para Hombre Moda Japan S,5.0,Código: 72768889,265990.0,303990.0,379990.0,,,30.0,20.0
Reebok,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Reebok Hombre Running Lite Plus 3,4.7,Código: 38214839,,,259990.0,Running,,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Courtbeat,4.8,Código: 72781022,,,329950.0,,,,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,China,,Tenis Adidas Originals Hombre Moda Samba Og,4.8,Código: 3746864,,,599950.0,Lifestyle,,,
Adidas,Tenis deportivos,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response,4.8,Código: 63085480,,,199990.0,Running,,,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Moda Coreracer,4.7,Código: 25619096,,,229990.0,Lifestyle,,,
Asics,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics para Mujer Running Gel-Equation 12,5.0,Código: 72713763,258990.0,295990.0,369990.0,Running,,30.0,20.0
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Downshifter 12,4.5,Código: 72783964,279990.0,319990.0,399950.0,Running,Poliéster,29.99,19.99
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U,4.8,Código: 63085463,,,199990.0,Running,,,
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Cross training Flexagon Force 4,4.7,Código: 72713963,188890.0,215889.99999999997,269900.0,Cross training,,30.01,20.01
Nike,Tenis moda,Niño,Normal,Cuero,,Sintético,Toda temporada,Vietnam,Textil,Tenis Nike Flex Runner 2 Niño,4.8,Código: 69406370,,,,,Textil,,
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse Blancos Chuck Taylor All Star Unisex Infantil,5.0,Código: 72813812,146990.0,167990.0,209990.0,,,30.0,20.0
Asics,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Running Patriot 13 Rs0,4.6,Código: 72782867,230990.0,263990.0,329990.0,Running,,30.0,20.0
Adidas,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,,Tenis adidas Mujer Running Ultimashow,4.8,Código: 10841063,209990.0,239990.0,299950.0,Running,,29.99,19.99
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Poliéster,Tenis Training para Hombre Under Armour Charged Engage 2,5.0,Código: 71740668,,,,Trail running,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,Tenis Diadora Hombre Moda Court7,4.8,Código: 882687468,,,159990.0,,Sintético,,
Mountain Gear,Tenis deportivos,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,Tenis Mountain Gear Mujer Outdoor Carlow,4.6,Código: 882687005,151990.0,,,Outdoor,Sintético,,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics Mujer Running Jolt 4,5.0,Código: 72708634,195990.0,223990.0,279990.0,Running,,30.0,20.0
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Sintético,Toda temporada,Vietnam,,Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos negro Skechers para mujer. Zapatillas moda D'Lux Comfort,4.5,Código: 53921641,,,,,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Moda Nike Blazer Low Platform | Zapatillas Nike para Mujer Blazer Low Plataform,5.0,Código: 72833007,374490.0,427990.0,534950.0,,,30.0,19.99
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Indonesia,Textil,Tenis Reebok Hombre Moda Court Peak,4.6,Código: 63868587,,,,Lifestyle,,,
On Running,Tenis,Mujer,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Running Cloudmonster,4.0,Código: 72736886,,,999990.0,Running,Poliéster,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,Camboya,Sintético,Tenis Asics Hombre Running Patriot 13,4.8,Código: 72708607,,,299990.0,Running,,,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Bravada 2.0 Platform,4.7,Código: 72888983,,,419990.0,Lifestyle,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda Court7,4.7,Código: 883015905,,,159990.0,Lifestyle,,,
Reebok,Tenis moda,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Mujer Moda Classic,5.0,Código: 72815579,258990.0,295990.0,369990.0,,,30.0,20.0
Skechers,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,,Tenis moda Skechers Gusto Mujer,4.7,Código: 55996940,191990.0,199990.0,319990.0,,,40.0,37.5
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U,4.8,Código: 63085467,,,199990.0,Running,,,
Diadora,Guayos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,Sintético,"Guayos Diadora Para Cancha Sintética- Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones",4.7,Código: 882741259,,,,Fútbol,,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Advantage Base,5.0,Código: 72824895,,,299950.0,,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Textil,Tenis Diadora para Hombre Bamtelo,4.5,Código: 882887589,,,229990.0,Lifestyle,,,
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,Tenis New Balance para Mujer Running 430,3.8,Código: 72802500,251990.0,287990.0,359990.0,Running,,30.0,20.0
Nike,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike Mujer Running Flex Expierence Rn 11,4.5,Código: 35785593,,,369950.0,Running,,,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Runfalcon 3,4.7,Código: 72750363,,,259990.0,Running,,,
Reebok,Tenis,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Reebok para Mujer Cross training Flexagon Energy Tr 4,4.5,Código: 72771736,174990.0,199990.0,249990.0,Cross training,,30.0,20.0
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,Código: 72784225,300990.0,343990.0,429950.0,Running,Poliéster,29.99,19.99
Veja,Tenis moda,Mujer,Normal,Cuero,,Goma,Toda temporada,Brasil,,Tenis moda Veja Recife Mujer,5.0,Código: 39522897,,,999990.0,,Sintético,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Advantage Base,4.8,Código: 72808187,,,299950.0,,,,
New Balance,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,Tenis New Balance Hombre Moda 327,4.7,Código: 64218105,,,,,,,
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Indonesia,Textil,Tenis Under Armour para Mujer Running Surge 3 | Tenis de Running para Mujer Color Negro,4.7,Código: 65632719,,,309990.0,Running,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda James7,5.0,Código: 883016013,,,159990.0,Lifestyle,,,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Renew Ride 3,5.0,Código: 72784184,300990.0,343990.0,429950.0,Running,Poliéster,29.99,19.99
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Indonesia,Textil,Tenis Nike para Hombre Moda Air Max SC C/O,4.9,Código: 53880100,,,469950.0,,,,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,Código: 72783982,307990.0,351990.0,439950.0,Running,Poliéster,29.99,19.99
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,Tenis New Balance para Mujer Running 430,5.0,Código: 72802483,251990.0,287990.0,359990.0,Running,,30.0,20.0
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Downshifter 12,5.0,Código: 72783970,,,399950.0,Running,Poliéster,,
Adidas,Guayos,Unisex,Normal,Sintético,Textil,Sintético,Toda temporada,Indonesia,Textil,Guayos Adidas Goletto VIII Infantil Unisex,4.8,Código: 72833227,139990.0,159990.0,199950.0,,,29.99,19.98
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,Indonesia,Sintético,Tenis Asics Hombre Running Gel Excite 9,4.6,Código: 69295184,,,349990.0,Running,,,
Diadora,Tenis moda,Mujer,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),Tenis Diadora para Mujer Moda Vinfa4,4.5,Código: 883015821,,,199990.0,Lifestyle,,,
Reebok,Tenis deportivos,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Deportivos Reebok para Hombre de Running Energen Tech,5.0,Código: 72790760,,,349990.0,Running,Textil,,
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.6,Código: 72763408,,,269990.0,Running,,,
Skechers,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Skechers Microspec-Quick Sprint Niño,4.6,Código: 62842124,,,179900.0,,Poliéster,,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,Brasil,,Tenis Asics Mujer Running Kabuki,4.7,Código: 63814681,244990.0,279990.0,349990.0,Running,,30.0,20.0
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Dlites Arch Fit-Bett Tenis de Moda Skechers,5.0,Código: 72775062,233990.0,272990.0,389990.0,,,40.0,30.0
New Balance,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,Tenis New Balance Mujer Moda 327,,Código: 69642297,429090.0,490390.0,612990.0,,Textil,30.0,20.0
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Microspec Brightretr para Niña Velcro,4.9,Código: 72761935,101390.0,115890.0,144900.0,,Poliéster,30.03,20.02
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Cross training Flexagon Energy Tr 4,4.6,Código: 72713988,,,249900.0,Cross training,,,
Reebok,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Moda Classic Leather Sp Extra,4.7,Código: 63866772,286990.0,327990.0,409990.0,Lifestyle,,30.0,20.0
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics Hombre Running Gel-Nagoya 5,4.9,Código: 72713712,295990.0,,,Running,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis New Balance para Mujer Moda 550,,Código: 72802608,580990.0,663990.0,829990.0,,,30.0,20.0
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Moda Urban Court,4.8,Código: 72889023,,,299990.0,Lifestyle,,,
Puma,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Mujer R78 Voyage Wns . Tenis de Moda Puma,4.9,Código: 72716483,,,439990.0,,,,
Nike,Tenis moda,Mujer,Normal,Sintético,Caucho,Sintético,Toda temporada,Indonesia,Caucho,Tenis Nike para Mujer Moda Air Max Excee,4.6,Código: 4968648,,,539990.0,Lifestyle,,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Mujer Moda Court Plataform,4.7,Código: 70488601,,,399990.0,Lifestyle,,,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja Recife Mujer,5.0,Código: 28369423,,,999990.0,,,,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.3,Código: 72763391,,,269990.0,Running,,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Birmania,Textil,Tenis Adidas para Hombre Moda Courtbeat,4.8,Código: 72781031,,,329950.0,,,,
Puma,Tenis moda,Mujer,Normal,Tela,,Sintético,Toda temporada,China,Textil,Tenis Puma para Mujer Moda R78 Voyage Space Metal,4.6,Código: 72794824,,,449900.0,,Textil,,
Fratta,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,"Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones",4.7,Código: 882816251,,,139990.0,Fútbol,Sintético,,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,Código: 72784216,307990.0,351990.0,439990.0,Running,Poliéster,30.0,20.0
Converse,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,Tenis Moda Converse Chuck Taylor All Star Lift Mujer,4.8,Código: 16838526,,,379990.0,,,,
Skechers,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro,5.0,Código: 72821919,101490.0,115990.0,144990.0,,,30.0,20.0
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Indonesia,Textil,Tenis Under Armour para Mujer Running W Charged Pursuit3,4.0,Código: 72833479,251889.99999999997,287889.99999999994,359900.0,Running,,30.01,20.01
Skechers,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Sintético,Tenis Skechers para Mujer Lifestyle Escapeplan Endlesspu,5.0,Código: 72806353,,,359990.0,Lifestyle,,,
Adidas,Tenis,Hombre,Normal,Tela,,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Response | Tenis de Running Color Gris,4.9,Código: 72801640,,,429950.0,Running,Textil,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers Hombre Moda Go Walk Glide,5.0,Código: 71008395,227990.0,265990.0,379990.0,,,40.0,30.0
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,,Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis negros cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0,5.0,Código: 64281398,221889.99999999997,258889.99999999997,369900.0,,,40.01,30.01
Under Armour,Tenis deportivos,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Assert 10,4.0,Código: 72890619,,,349990.0,Running,,,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Sintético,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Air Max Sc,4.8,Código: 72875595,,,404990.0,Lifestyle,,,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,,Tenis moda Skechers Uno Lite Niña,5.0,Código: 61894301,,,199900.0,,Poliéster,,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,China,,Tenis Adidas Originals Moda Samba OG,4.8,Código: 3746871,,,599950.0,Lifestyle,,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Moda Court,4.9,Código: 72824983,,,299990.0,,,,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics Fantasy 4 Ps para Niño Velcro,5.0,Código: 72822493,155990.0,181990.0,259990.0,,,40.0,30.0
Puma,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Mujer Moda X-Ray Speed Lite,3.3,Código: 72788157,314990.0,359990.0,449990.0,Lifestyle,,30.0,20.0
Nike,Tenis moda,Mujer,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,Vietnam,Malla (Nylon),Tenis Nike para Mujer Moda W Af1 Plt.Af.Orm| Zapatillas Nike para Mujer Air Force 1,,Código: 72826037,545990.0,623990.0,779950.0,,,30.0,20.0
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Hombre Moda Rider Fv Future Vintage,4.7,Código: 52325774,,,,,,,
New Balance,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis moda New Balance 500 Hombre,4.6,Código: 66428817,,,329990.0,,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,,Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos blanco Skechers para mujer. Zapatillas moda D'luxwalker,4.8,Código: 55998120,,,,,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Glide Stepswift Slig,5.0,Código: 72791650,233990.0,272990.0,389990.0,,Poliéster,40.0,30.0
Diadora,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Diadora para Mujer Moda Court7,4.1,Código: 883017076,,,149990.0,Lifestyle,,,
Nike,Tenis,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Running Revolution7,,Código: 72875577,,,344990.0,Running,,,
Nike,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,India,Poliéster,Tenis Nike para Mujer City Rep TR,,Código: 72890732,,,314990.0,Lifestyle,,,
Adidas,Tenis,Mujer,Grande,Tela,,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Dropset 2,5.0,Código: 72781168,468990.0,535990.0,669950.0,Training,Textil,30.0,20.0
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,Tenis Puma para Hombre Moda Smash V2 L,4.7,Código: 20132952,,,359900.0,,Textil,,
Diadora,Tenis moda,Unisex,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Diadora Crego Unisex para Niños con Velcro | Tenis Colegiales Diadora Blancos,4.9,Código: 883001770,99990.0,109990.0,129990.0,,,23.08,15.39
Asics,Tenis deportivos,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Running Patriot 13,5.0,Código: 71281950,230990.0,263990.0,329990.0,Running,,30.0,20.0
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Duramo RC,4.8,Código: 72750380,,,299990.0,Running,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,,Caucho,Toda temporada,Camboya,Textil,Guayos para Sintética Adidas Hombre Predator Accuracy 4,5.0,Código: 72712183,,,339950.0,Fútbol,Textil,,
Fratta,Tenis,Hombre,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),Tenis Fratta para Hombre Running Rollinarew,,Código: 882816245,77990.0,90990.0,129990.0,Running,,40.0,30.0
Puma,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Mujer Rebound Joy Low Wns . Tenis Blancos de moda Puma,4.8,Código: 72716492,272990.0,311990.0,389990.0,,,30.0,20.0
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Cross training Flexagon Force 4,4.9,Código: 72713969,,,269900.0,Cross training,,,
Reebok,Tenis moda,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Mujer Moda Club C Extra,5.0,Código: 72815864,300990.0,343990.0,429990.0,,,30.0,20.0
Asics,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,Tenis Asics Mujer Moda Japan S Pf,4.8,Código: 55471128,244990.0,279990.0,349990.0,,Sintético,30.0,20.0
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,,Tenis Under Armour Mujer Running Surge 3,4.9,Código: 42790553,216889.99999999997,247889.99999999997,309900.0,Running,,30.01,20.01
Mountain Gear,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Mountain Gear Mujer Outdoor Carlow,4.6,Código: 882258931,,,189990.0,Outdoor,,,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Switch Move,4.8,Código: 72738192,,,299990.0,Running,,,
Michael Kors,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Camboya,Algodón,Tenis Michael Kors para Mujer Evy Lace Up | Tenis de moda para mujer con plataforma,5.0,Código: 72788256,639990.0,,,,Algodón,,
