brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Nike,Tenis deportivos,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Downshifter 12'],['(0)'],['Código: 72890749'],,,318.990,Lifestyle,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Bobsbflexhi Forceswi'],['5 (3)'],['Código: 72836552'],,,299.990,,
Vans,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Vans Unisex Moda Classic Slip-On'],['4.8 (5)'],['Código: 28053992'],188.990,215.990,269.990,,
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Fratta para Mujer Running Sakora'],['4.3 (10)'],['Código: 883014826'],,,149.990,Running,
Asics,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Textil,['Tenis Asics para Hombre Moda Japan S'],['5 (3)'],['Código: 72768889'],265.990,303.990,379.990,,
Reebok,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Reebok Hombre Running Lite Plus 3'],['4.7 (54)'],['Código: 38214839'],,,259.990,Running,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Adidas para Hombre Moda Courtbeat'],['4.8 (75)'],['Código: 72781022'],,,329.950,,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,China,,['Tenis Adidas Originals Hombre Moda Samba Og'],['4.8 (5033)'],['Código: 3746864'],,,599.950,Lifestyle,
Adidas,Tenis deportivos,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response'],['4.8 (1655)'],['Código: 63085480'],,,199.990,Running,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Moda Coreracer'],['4.7 (698)'],['Código: 25619096'],,,229.990,Lifestyle,
Asics,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics para Mujer Running Gel-Equation 12'],['5 (24)'],['Código: 72713763'],258.990,295.990,369.990,Running,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running Downshifter 12'],['4.5 (6)'],['Código: 72783964'],279.990,319.990,399.950,Running,Poliéster
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U'],['4.8 (38)'],['Código: 63085463'],,,199.990,Running,
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Force 4'],['4.7 (20)'],['Código: 72713963'],188.890,215.890,269.900,Cross training,
Nike,Tenis moda,Niño,Normal,Cuero,,Sintético,Toda temporada,Vietnam,Textil,['Tenis Nike Flex Runner 2 Niño'],['4.8 (17)'],['Código: 69406370'],,,,,Textil
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Blancos Chuck Taylor All Star Unisex Infantil'],['5 (2)'],['Código: 72813812'],146.990,167.990,209.990,,
Asics,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Mujer Running Patriot 13 Rs0'],['4.6 (52)'],['Código: 72782867'],230.990,263.990,329.990,Running,
Adidas,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,,['Tenis adidas Mujer Running Ultimashow'],['4.8 (230)'],['Código: 10841063'],209.990,239.990,299.950,Running,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Training para Hombre Under Armour Charged Engage 2'],['5 (10)'],['Código: 71740668'],,,,Trail running,
Diadora,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,['Tenis Diadora Hombre Moda Court7'],['4.8 (80)'],['Código: 882687468'],,,159.990,,Sintético
Mountain Gear,Tenis deportivos,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,['Tenis Mountain Gear Mujer Outdoor Carlow'],['4.6 (177)'],['Código: 882687005'],151.990,,,Outdoor,Sintético
Asics,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics Mujer Running Jolt 4'],['5 (14)'],['Código: 72708634'],195.990,223.990,279.990,Running,
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Sintético,Toda temporada,Vietnam,,"[""Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos negro Skechers para mujer. Zapatillas moda D'Lux Comfort""]",['4.5 (23)'],['Código: 53921641'],,,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda Nike Blazer Low Platform | Zapatillas Nike para Mujer Blazer Low Plataform'],['5 (1)'],['Código: 72833007'],374.490,427.990,534.950,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Indonesia,Textil,['Tenis Reebok Hombre Moda Court Peak'],['4.6 (10)'],['Código: 63868587'],,,,Lifestyle,
On Running,Tenis,Mujer,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudmonster'],['4 (5)'],['Código: 72736886'],,,999.990,Running,Poliéster
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,Camboya,Sintético,['Tenis Asics Hombre Running Patriot 13'],['4.8 (29)'],['Código: 72708607'],,,299.990,Running,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Moda Bravada 2.0 Platform'],['4.7 (147)'],['Código: 72888983'],,,419.990,Lifestyle,
Diadora,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda Court7'],['4.7 (6)'],['Código: 883015905'],,,159.990,Lifestyle,
Reebok,Tenis moda,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok para Mujer Moda Classic'],['5 (4)'],['Código: 72815579'],258.990,295.990,369.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,,['Tenis moda Skechers Gusto Mujer'],['4.7 (15)'],['Código: 55996940'],191.990,199.990,319.990,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U'],['4.8 (52)'],['Código: 63085467'],,,199.990,Running,
Diadora,Guayos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,Sintético,"['Guayos Diadora Para Cancha Sintética- Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones']",['4.7 (25)'],['Código: 882741259'],,,,Fútbol,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Adidas para Hombre Moda Advantage Base'],['5 (2)'],['Código: 72824895'],,,299.950,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Textil,['Tenis Diadora para Hombre Bamtelo'],['4.5 (24)'],['Código: 882887589'],,,229.990,Lifestyle,
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,['Tenis New Balance para Mujer Running 430'],['3.8 (4)'],['Código: 72802500'],251.990,287.990,359.990,Running,
Nike,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Nike Mujer Running Flex Expierence Rn 11'],['4.5 (153)'],['Código: 35785593'],,,369.950,Running,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Runfalcon 3'],['4.7 (1103)'],['Código: 72750363'],,,259.990,Running,
Reebok,Tenis,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,['Tenis Reebok para Mujer Cross training Flexagon Energy Tr 4'],['4.5 (13)'],['Código: 72771736'],174.990,199.990,249.990,Cross training,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Running Run Swift 3'],['5 (4)'],['Código: 72784225'],300.990,343.990,429.950,Running,Poliéster
Veja,Tenis moda,Mujer,Normal,Cuero,,Goma,Toda temporada,Brasil,,['Tenis moda Veja Recife Mujer'],['5 (6)'],['Código: 39522897'],,,999.990,,Sintético
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Mujer Moda Advantage Base'],['4.8 (1726)'],['Código: 72808187'],,,299.950,,
New Balance,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis New Balance Hombre Moda 327'],['4.7 (21)'],['Código: 64218105'],,,,,
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Indonesia,Textil,['Tenis Under Armour para Mujer Running Surge 3 | Tenis de Running para Mujer Color Negro'],['4.7 (34)'],['Código: 65632719'],,,309.990,Running,
Diadora,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda James7'],['5 (4)'],['Código: 883016013'],,,159.990,Lifestyle,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running Renew Ride 3'],['5 (3)'],['Código: 72784184'],300.990,343.990,429.950,Running,Poliéster
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Indonesia,Textil,['Tenis Nike para Hombre Moda Air Max SC C/O'],['4.9 (73)'],['Código: 53880100'],,,469.950,,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running Run Swift 3'],['5 (1)'],['Código: 72783982'],307.990,351.990,439.950,Running,Poliéster
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,['Tenis New Balance para Mujer Running 430'],['5 (1)'],['Código: 72802483'],251.990,287.990,359.990,Running,
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running Downshifter 12'],['5 (5)'],['Código: 72783970'],,,399.950,Running,Poliéster
Adidas,Guayos,Unisex,Normal,Sintético,Textil,Sintético,Toda temporada,Indonesia,Textil,['Guayos Adidas Goletto VIII Infantil Unisex'],['4.8 (5)'],['Código: 72833227'],139.990,159.990,199.950,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,Indonesia,Sintético,['Tenis Asics Hombre Running Gel Excite 9'],['4.6 (10)'],['Código: 69295184'],,,349.990,Running,
Diadora,Tenis moda,Mujer,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),['Tenis Diadora para Mujer Moda Vinfa4'],['4.5 (4)'],['Código: 883015821'],,,199.990,Lifestyle,
Reebok,Tenis deportivos,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis Deportivos Reebok para Hombre de Running Energen Tech'],['5 (2)'],['Código: 72790760'],,,349.990,Running,Textil
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2'],['4.6 (7)'],['Código: 72763408'],,,269.990,Running,
Skechers,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis Skechers Microspec-Quick Sprint Niño'],['4.6 (5)'],['Código: 62842124'],,,179.900,,Poliéster
Asics,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,Brasil,,['Tenis Asics Mujer Running Kabuki'],['4.7 (27)'],['Código: 63814681'],244.990,279.990,349.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Dlites Arch Fit-Bett Tenis de Moda Skechers'],['5 (7)'],['Código: 72775062'],233.990,272.990,389.990,,
New Balance,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,['Tenis New Balance Mujer Moda 327'],['(0)'],['Código: 69642297'],429.090,490.390,612.990,,Textil
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Microspec Brightretr para Niña Velcro'],['4.9 (8)'],['Código: 72761935'],101.390,115.890,144.900,,Poliéster
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Energy Tr 4'],['4.6 (27)'],['Código: 72713988'],,,249.900,Cross training,
Reebok,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Moda Classic Leather Sp Extra'],['4.7 (3)'],['Código: 63866772'],286.990,327.990,409.990,Lifestyle,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Hombre Running Gel-Nagoya 5'],['4.9 (16)'],['Código: 72713712'],295.990,,,Running,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis New Balance para Mujer Moda 550'],['(0)'],['Código: 72802608'],580.990,663.990,829.990,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Moda Urban Court'],['4.8 (116)'],['Código: 72889023'],,,299.990,Lifestyle,
Puma,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma para Mujer R78 Voyage Wns . Tenis de Moda Puma'],['4.9 (9)'],['Código: 72716483'],,,439.990,,
Nike,Tenis moda,Mujer,Normal,Sintético,Caucho,Sintético,Toda temporada,Indonesia,Caucho,['Tenis Nike para Mujer Moda Air Max Excee'],['4.6 (55)'],['Código: 4968648'],,,539.990,Lifestyle,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Mujer Moda Court Plataform'],['4.7 (578)'],['Código: 70488601'],,,399.990,Lifestyle,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja Recife Mujer'],['5 (9)'],['Código: 28369423'],,,999.990,,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,['Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2'],['4.3 (8)'],['Código: 72763391'],,,269.990,Running,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Birmania,Textil,['Tenis Adidas para Hombre Moda Courtbeat'],['4.8 (180)'],['Código: 72781031'],,,329.950,,
Puma,Tenis moda,Mujer,Normal,Tela,,Sintético,Toda temporada,China,Textil,['Tenis Puma para Mujer Moda R78 Voyage Space Metal'],['4.6 (5)'],['Código: 72794824'],,,449.900,,Textil
Fratta,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,"['Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones']",['4.7 (77)'],['Código: 882816251'],,,139.990,Fútbol,Sintético
Nike,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Running Run Swift 3'],['5 (1)'],['Código: 72784216'],307.990,351.990,439.990,Running,Poliéster
Converse,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Moda Converse Chuck Taylor All Star Lift Mujer'],['4.8 (295)'],['Código: 16838526'],,,379.990,,
Skechers,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro'],['5 (2)'],['Código: 72821919'],101.490,115.990,144.990,,
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Indonesia,Textil,['Tenis Under Armour para Mujer Running W Charged Pursuit3'],['4 (2)'],['Código: 72833479'],251.890,287.890,359.900,Running,
Skechers,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Sintético,['Tenis Skechers para Mujer Lifestyle Escapeplan Endlesspu'],['5 (4)'],['Código: 72806353'],,,359.990,Lifestyle,
Adidas,Tenis,Hombre,Normal,Tela,,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Response | Tenis de Running Color Gris'],['4.9 (8)'],['Código: 72801640'],,,429.950,Running,Textil
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers Hombre Moda Go Walk Glide'],['5 (1)'],['Código: 71008395'],227.990,265.990,379.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,,['Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis negros cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0'],['5 (19)'],['Código: 64281398'],221.890,258.890,369.900,,
Under Armour,Tenis deportivos,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Charged Assert 10'],['4 (2)'],['Código: 72890619'],,,349.990,Running,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Sintético,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Hombre Moda Air Max Sc'],['4.8 (5)'],['Código: 72875595'],,,404.990,Lifestyle,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis moda Skechers Uno Lite Niña'],['5 (1)'],['Código: 61894301'],,,199.900,,Poliéster
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,China,,['Tenis Adidas Originals Moda Samba OG'],['4.8 (5032)'],['Código: 3746871'],,,599.950,Lifestyle,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Moda Court'],['4.9 (7)'],['Código: 72824983'],,,299.990,,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Fantasy 4 Ps para Niño Velcro'],['5 (2)'],['Código: 72822493'],155.990,181.990,259.990,,
Puma,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Mujer Moda X-Ray Speed Lite'],['3.3 (3)'],['Código: 72788157'],314.990,359.990,449.990,Lifestyle,
Nike,Tenis moda,Mujer,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,Vietnam,Malla (Nylon),['Tenis Nike para Mujer Moda W Af1 Plt.Af.Orm| Zapatillas Nike para Mujer Air Force 1'],['(0)'],['Código: 72826037'],545.990,623.990,779.950,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Hombre Moda Rider Fv Future Vintage'],['4.7 (16)'],['Código: 52325774'],,,,,
New Balance,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis moda New Balance 500 Hombre'],['4.6 (10)'],['Código: 66428817'],,,329.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,,"[""Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos blanco Skechers para mujer. Zapatillas moda D'luxwalker""]",['4.8 (39)'],['Código: 55998120'],,,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Glide Stepswift Slig'],['5 (1)'],['Código: 72791650'],233.990,272.990,389.990,,Poliéster
Diadora,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Diadora para Mujer Moda Court7'],['4.1 (8)'],['Código: 883017076'],,,149.990,Lifestyle,
Nike,Tenis,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Hombre Running Revolution7'],['(0)'],['Código: 72875577'],,,344.990,Running,
Nike,Tenis deportivos,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,India,Poliéster,['Tenis Nike para Mujer City Rep TR'],['(0)'],['Código: 72890732'],,,314.990,Lifestyle,
Adidas,Tenis,Mujer,Grande,Tela,,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Training Dropset 2'],['5 (2)'],['Código: 72781168'],468.990,535.990,669.950,Training,Textil
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,['Tenis Puma para Hombre Moda Smash V2 L'],['4.7 (7)'],['Código: 20132952'],,,359.900,,Textil
Diadora,Tenis moda,Unisex,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Diadora Crego Unisex para Niños con Velcro | Tenis Colegiales Diadora Blancos'],['4.9 (22)'],['Código: 883001770'],99.990,109.990,129.990,,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Mujer Running Patriot 13'],['5 (2)'],['Código: 71281950'],230.990,263.990,329.990,Running,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Duramo RC'],['4.8 (52)'],['Código: 72750380'],,,299.990,Running,
Adidas,Tenis deportivos,Hombre,Normal,Tela,,Caucho,Toda temporada,Camboya,Textil,['Guayos para Sintética Adidas Hombre Predator Accuracy 4'],['5 (2)'],['Código: 72712183'],,,339.950,Fútbol,Textil
Fratta,Tenis,Hombre,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),['Tenis Fratta para Hombre Running Rollinarew'],['(0)'],['Código: 882816245'],77.990,90.990,129.990,Running,
